sku,market,asin,before,after,status,issues
UNITED-ARAB-EMIRATES-20GB-30D,UK,B0FRB7TFJR,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UNITED-ARAB-EMIRATES-3GB-15D,UK,B0FRBBYBGH,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UNITED-ARAB-EMIRATES-5GB-30D,UK,B0FRB89XHX,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UNITED-KINGDOM-20GB-30D,UK,B0FRDGCBTN,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UNITED-KINGDOM-3GB-15D,UK,B0FRCPD8TS,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UNITED-KINGDOM-5GB-30D,UK,B0FRDDRGJF,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UNITED-STATES-3GB-15D,UK,B0FRCFXK3V,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UNITED-STATES-5GB-30D,UK,B0FRC2PQ8H,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
URUGUAY-3GB-15D,UK,B0FRB7LHGN,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
US_3_15,UK,B0FRCFXK3V,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
US_5_30,UK,B0FRC2PQ8H,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UY_3_15,UK,B0FRB7LHGN,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UZBEKISTAN-5GB-30D,UK,B0FRBWFZ6M,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
UZ_5_30,UK,B0FRBWFZ6M,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
VATICAN-CITY-20GB-30D,UK,B0H6MDPLZ9,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
VATICAN-CITY-3GB-15D,UK,B0H6MBMF8G,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
VATICAN-CITY-5GB-30D,UK,B0H6M7YXNP,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
VIETNAM-20GB-30D,UK,B0FRC2NKC4,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
VIETNAM-3GB-15D,UK,B0FRBR2DHW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
VIETNAM-5GB-30D,UK,B0FRCBXRGV,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
VN_20_30,UK,B0FRC2NKC4,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
VN_3_15,UK,B0FRBR2DHW,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
VN_5_30,UK,B0FRCBXRGV,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ZAMBIA-3GB-15D,UK,B0FRC2NSM2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ZAMBIA-5GB-30D,UK,B0FRCL97L4,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ZA_10_30,UK,B0FRB4RSW2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ZA_5_30,UK,B0FRB3R6F3,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ZM_3_15,UK,B0FRC2NSM2,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
ZM_5_30,UK,B0FRCL97L4,DEFAULT,DEFAULT,NOT_APPLIED,"accepted but offer still reports DEFAULT; attributes=['AMAZON_EU', 'DEFAULT']"
